codigomex2,nombre,serving_size,kcal,carbohydrate,total_fat,protein,fiber,calcium,iron,ironhem,ironnohem,zinc,vit_c,thiamin,riboflavin,niacin,panto_acid,vit_b6,folic_acid,food_folate,folate_dfe,vit_b12,vit_a_rae,vit_e,vit_d_iu,vit_k,fa_sat,fa_mono,fa_poly,chole,sugars
2078,"ALIMENTO PARA BEBE GERBER, VERDURAS CON CARNE DE RES (JUNIOR)",100 g,77,8.84,3.6,2.21,1.3,17,0.35,0.14,0.21,0.38,0.2,0.01,0.05,0.79,0.1,0.06,3,3,8.1,0.33,246,0.49,1,5.2,1.37,1.29,0.3,7,0
2079,"ALIMENTO PARA BEBE GERBER, VERDURAS CON HIGADO (PURE)",100 g,40,6.9,0.4,2.2,0.2,7,2.2,0.88,1.32,0.7,2,0.02,0.27,1.2,,0.08,28.7,,48.79,,551.25,,,,,,,,0
2080,"ALIMENTO PARA BEBE GERBER, VERDURAS CON JAMON (PURE)",100 g,50,6.9,1.7,1.8,0.2,8,0.3,0.12,0.18,0.19,2,0.03,0.03,0.4,,0.03,4.9,8,16.33,0.03,71.25,0.31,1,2.7,0.432,0.729,0.405,2.698,0
2081,"ALIMENTO PARA BEBE GERBER, VERDURAS CON PAVO Y ARROZ (PURE)",100 g,65.29,6.63,3.09,2.74,0.9,18,1.23,0.49,0.74,0.79,0.2,0.02,0.03,0.7,0.18,0.05,10.62,4,22.05,0.02,81,0.14,0,1.5,0.338,0.446,0.308,5,0
2082,"ALIMENTO PARA BEBE GERBER, VERDURAS CON PAVO Y PASTA (PURE)",100 g,66,6.47,3.11,3,1.1,32,1.99,0.8,1.19,2.65,0.8,0.09,0.1,1.43,0.19,0.09,12.39,2,23.06,0.1,343.36,,,,0,0.14,0.38,0,0
2083,"ALIMENTO PARA BEBE GERBER, VERDURAS CON POLLO (JUNIOR)",100 g,44,6.6,1.1,1.9,0.2,14,0.3,0.12,0.18,0.3,1,0.01,0.02,0.2,0.13,0.02,3.2,3,8.44,0.02,102.75,0.16,2,2.1,0.3,0.4,0.27,7,0
2084,"ALIMENTO PARA BEBE GERBER, VERDURAS CON POLLO Y ARROZ (PURE)",100 g,82,7.07,4.24,3.89,2.1,27,8.84,3.54,5.3,0.44,0.1,0.03,0.02,0.97,0.11,0.07,11.46,5,24.48,0.01,207,0.32,4,3.4,0,0.86,3.89,0,0
2085,"ALIMENTO PARA BEBE GERBER, VERDURAS CON POLLO Y PASTA (PURE)",100 g,83.12,6.19,4.6,4.24,0.9,21,0.88,0.35,0.53,0.44,0.1,0.03,0.04,0.97,0.18,0.03,10.62,5,23.05,0.01,87,0.15,0,1.6,0.338,0.467,0.272,9,0
2086,"ALIMENTO PARA BEBE GERBER, VERDURAS CON RES Y ARROZ (PURE)",100 g,79.79,7.52,4.15,3.09,,0,1.32,0.53,0.79,0.88,3.9,0.02,0.07,0.44,,0.05,4.71,6,14.01,0.51,141.59,,,,0,0,3.89,0,0
2087,"ALIMENTO PARA BEBE GERBER, VERDURAS CON TOCINO (PURE)",100 g,71,8.6,3.3,1.6,0.4,14,0.4,0.16,0.24,0.3,1,0.03,0.03,0.5,0.16,0.08,0,3,3,0.1,223.5,0.51,1,9.1,1.19,1.47,0.33,3,0
2088,"ALIMENTO PARA BEBE GERBER, VERDURAS MIXTAS (PURE)",100 g,44,9.5,0.1,1.2,1.5,22,0.3,0,0.3,0.14,3,0.02,0.03,0.5,0.26,0.08,8,4,17.6,0,136.5,0.52,0,7.4,0,0,0,0,0
2089,"ALIMENTO PARA BEBE GERBER, YOGURT CON FRUTAS (NECTAR)",100 g,70.05,12.45,1.61,1.44,,38.13,0.42,0,0.42,0.42,16.94,,,,,,,,,,,0.5,54.4,,,,,0,0
2090,"ALIMENTO PARA BEBE GERBER, ZANAHORIA (PURE)",100 g,36,7.74,0.29,0.49,0.8,22,0.4,0,0.4,0.15,0.7,0.01,0.02,0.02,0.24,0.02,10.63,15,33.07,0,942,0.52,0,14.4,0.02,0,0.05,0,0
2091,"ALIMENTO PARA BEBE NESTUM, 5 Y 8 CEREALES CON PROBIOTICOS (CEREAL)",100 g,365.1,77.9,1.5,10,3,298,4,0,4,1.5,30,0.2,0.2,1.5,0.6,0.2,33.33,,56.66,0.4,,1.5,293.2,,,,,,0
2092,"ALIMENTO PARA BEBE NESTUM, ARROZ CON PROBIOTICOS (CEREAL)",100 g,379,85.9,1,6.6,1.9,384,7.1,0,7.1,1.9,21,0.3,0.3,1.5,1.9,0.1,33.33,,56.66,0.3,227,1.7,293.2,,,,,0,0
2093,"ALIMENTO PARA BEBE NESTUM, AVENA",100 g,358,70.8,5.2,7,4.7,440,3.4,0,3.4,2.2,3,0.1,0.3,1.5,1.77,0.09,46.66,,79.32,0,227,0,293.2,,0.5,0.2,0,0,0
2094,"ALIMENTO PARA BEBE NESTUM, AVENA CON PROBIOTICOS (CEREAL)",100 g,387.2,75.5,5.2,9.6,4.7,440,3.4,0,3.4,2.2,21,0.3,0.3,1.5,0.9,0.1,46.67,,79.34,0.5,320,,293.2,,,,,0,0
2095,"ALIMENTO PARA BEBE NESTUM, CEREAL (PROMEDIO)",100 g,378.73,79.82,2.9,8.32,4.78,365,5.29,0,5.29,2.22,0,0.27,0.28,2.39,1.23,0.19,0,4,4,0,0,0.07,3,26,0.5,0.2,0,0,0
2096,"ALIMENTO PARA BEBE NESTUM, CERELAC CON PROBIOTICOS",100 g,416,67.5,9.5,15,1.3,396,6,0,6,3.5,19,0.2,0.2,2,1.7,0.2,70,,119,1.2,136,,213.2,26,,,,,0
2097,"ALIMENTO PARA BEBE NESTUM, PLUS ARROZ Y MANZANA (CEREAL)",100 g,366.7,84.6,0.7,5.5,2.7,350,4.7,0,4.7,2.8,30,0.4,0.5,5,1.5,0.3,60,,102,0.7,350,2.9,240,,,,,,0
2098,"ALIMENTO PARA BEBE NESTUM, PLUS AVENA Y CIRUELA (CEREAL)",100 g,371.4,84,1,6.6,19,480,11,0,11,2.9,30,0.5,,5,1.5,0.3,52,,88.4,0.7,350,,240,,,,,,0
2099,"ALIMENTO PARA BEBE NESTUM, TRIGO CON FRUTA Y PROBIOTICOS (CEREAL)",100 g,383,86.2,1,7.3,3.2,238,4,0,4,1.5,30,0.2,0.2,1.5,0.6,0.2,50,,85,0.4,277,1.5,160,,,,,0,0
2100,"ALIMENTO PARA BEBE NESTUM, TRIGO CON MIEL Y PROBIOTICOS (CEREAL)",100 g,382.2,86,1,7.3,2.5,259,4,0,4,1.5,30,0.2,0.2,2,0.6,0.2,33.33,,56.66,0.4,320,,293.2,,,,,0,0
2101,"ALIMENTO PARA BEBE, SOPA CONDENSADA DE POLLO CON VERDURAS (INDUSTRIALIZADA)",100 g,53,8.66,1.12,2.04,1.1,27,0.33,0.13,0.2,0.3,0.2,0.03,0.05,0.63,0.13,0.05,0,3,3,0.02,131,0.16,2,2.1,0.302,0.402,0.269,7,0
2102,"ALIMENTO PARA BEBE, SOPA CONDENSADA DE VERDURAS MIXTAS (INDUSTRIALIZADA)",100 g,36,8.2,0.4,1.4,1.5,11,0.41,0,0.41,0.27,2.5,0.03,0.03,0.67,0.26,0.08,0,4,4,0,210,0.52,0,7.4,0.08,0.03,0.19,0,0
2103,"ALIMENTO PARA BEBE, SOPA DE RES CON TALLARINES",100 g,63,8.18,2.26,2.44,1.3,10,0.41,0.16,0.25,0.6,0.1,0.04,0.04,0.62,0.1,0.04,4,4,10.8,0.19,36,0.31,0,1.6,0.94,0.94,0.14,8,0
2104,"CREMA CONDENSADA DE APIO PARA BEBE, INDUSTRIALIZADA",100 g,72,7.03,4.46,1.32,0.6,32,0.5,0,0.5,0.12,0.2,0.02,0.04,0.26,0.92,0.01,0,2,2,0.04,22,1.39,0,17.2,1.12,1.03,2,11,0
2105,"LECHE MATERNIZADA O FORMULA INFANTIL, PREPARACION ESTANDARIZADA",100 g,67.16,7.36,3.34,1.9,0,71.54,1.19,0,1.19,0.67,8.03,0.05,0.06,0.67,0,0.04,10.57,0,17.97,0.2,60.2,0.88,33.45,5.35,1.47,1.274,0.66,0,0
2106,"LECHE MATERNIZADA/FORMULA INFANTIL, EN POLVO",100 g,502,55,25,14.2,0,470,8.9,0,8.9,5,60,0.4,0.45,5,,0.3,79,,134.3,1.49,450,6.6,250,40,10.99,9.52,4.93,0,0
3000,ALGODON DE AZUCAR,100 g,357,89.25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0
3001,"ALMIBAR DE FRUTAS, INDUSTRIALIZADO",100 g,341,85.13,0,0,0.1,8,0.04,,,0.26,1.6,0.03,0.01,0.01,0.01,0,0,0,0,0,0,0.01,0,0.1,0,0,0,0,0
3002,"ARROZ CON LECHE, PREPARACION ESTANDARIZADA",100 g,125.1,23.36,1.89,3.43,0.14,53.14,0.13,0,0.14,0.43,0.87,0.03,0.14,0.24,0.33,0.03,2.2,3.82,7.55,0.11,19.56,0.04,6.61,0.21,1.61,0.808,0.091,5.067,0
3003,ASPARTAME (CANDEREL-CLÁSICO),100 g,360,87,0,0,0,0,0,,,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3004,AZUCAR Y ESTEVIA (SPLENDA NATURALS),100 g,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,,,,0
3005,"AZUCAR, MASCABADO",100 g,380,98.09,0,0.12,0,83,0.71,0,0.71,0.03,0,0,0,0.11,0.13,0.04,0,1,1,0,0,0,0,0,0,0,0,0,0
3006,"AZUCAR, MORENA",100 g,380,98.09,0,0.12,0,83,0.71,0,0.71,0.03,0,0,0,0.11,0.13,0.04,0,1,1,0,0,0,0,0,0,0,0,0,0
3007,"AZUCAR, PROMEDIO",100 g,382.33,98.72,0,0.08,0,55.67,0.49,0,0.49,0.02,0,0,0.01,0.07,0.09,0.03,0,0.67,0.67,0,0,0,0,0,0,0,0,0,0
3008,"AZUCAR, REFINADA",100 g,387,99.98,0,0,0,1,0.05,0,0.05,0.01,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3009,"BOCADILLOS DE GARBANZO DULCE, PREPARACION ESTANDARIZADA",100 g,470.55,50.05,27.49,6.77,2.42,77.68,2.79,0,2.94,0.6,1.33,0.08,0.17,0.35,0.36,0.1,4.14,56.48,63.52,0.07,36.58,0.73,13.29,1.81,13.277,10.903,1.772,66.719,0
3010,"BODOQUE DULCE, PREPARACION ESTANDARIZADA",100 g,212.98,38.74,4.26,6.11,0.33,140.77,0.48,0,0.48,0.64,0.9,0.03,0.25,0.19,0.49,0.06,8.04,9.8,23.47,0.19,52.34,0.56,26.65,0.42,2.779,2.088,0.584,75.344,0
3011,BOMBON,100 g,318,81.3,0.2,1.8,0.1,3,0.23,0,0.23,0.04,0,0,0,0.08,0,0,0,1,1,0,0,0,0,0,0.06,0.08,0.05,0,0
3012,CAJETA,100 g,412.62,81.82,7.71,6.56,0.42,336.9,,,,,,,,,,,0,,0,,,,5.24,,5.45,0.99,0,5.25,0
3013,"CALABAZA EN DULCE, PREPARACION ESTANDARIZADA",100 g,105.28,26.33,0.04,0.34,0.18,24.2,1.35,0,1.36,0.12,3.01,0.02,0.06,0.26,0.11,0.03,0,4.13,4.13,0,137.75,0.34,0,0.39,0.019,0.005,0.002,0,0
3014,"CAMOTE CON AZUCAR, PREPARACION ESTANDARIZADA",100 g,98.37,24.4,0.02,0.7,1.44,29.85,0.38,0,0.4,0.14,0.86,0.03,0.03,0.27,0.25,0.1,0,4.9,4.9,0,289.03,0.12,0,0.86,0.009,0,0.007,0,0
3015,"CAPIROTADA, PREPARACION ESTANDARIZADA",100 g,223.04,34.42,8.37,3.13,0.75,46.92,1.75,0,1.75,0.41,0.53,0.04,0.06,0.69,0.14,0.04,17.64,4.86,34.85,0.04,10.42,1.16,4.86,3.86,1.474,3.063,3.331,4.724,0
3016,CHAMOY,100 g,100,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0
3017,CHILE CON AZUCAR (TIPO MIGUELITO),100 g,160,40,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0
3018,"CHOCOLATE EN POLVO ENRIQUECIDO (NESQUIK, CALCTOSE)",100 g,371.5,86.2,2,3.15,3.75,504,20,0,20,9.35,159,1.81,2.5,22.5,6,0.13,175,6,303.5,0,1367,6.05,0,0.9,1.3,2.45,0.62,0,0
3019,CHOCOLATE EN POLVO SIN ENRIQUECER (ABUELITA EN POLVO),100 g,385,79.1,5.8,4,4.9,275,1.4,0,1.4,6.82,0,0.08,0.41,0.5,,0.91,0,4,4,0,0,0.04,0,0.9,4.2,1.28,0.01,0,0
3020,CHOCOLATE LíQUIDO (ESTILO HERSHEYS),100 g,268.59,61.11,1.32,3.08,5.3,289.47,0,,,10.52,0,1.05,1.05,0.18,0.02,0.01,0,2,2,0,623.68,2.89,0,0.2,1.32,0,0,0,0
3021,"CHOCOLATE, AMARGO",100 g,598,45.9,42.63,7.79,10.9,73,11.9,,,3.31,,0.03,0.08,1.05,0.42,0.04,,,,0.28,2,0.59,,7.3,24.489,12.781,1.257,3,0
3022,"CHOCOLATE, BLANCO",100 g,539,59.24,32.09,5.87,0.2,199,0.24,,,0.74,0.5,0.06,0.28,0.75,0.61,0.06,0,7,7,0.56,9,0.96,0,9.1,19.412,9.097,1.013,21,0
3023,"CHOCOLATE, BLANCO",100 g,539,59.24,32.09,5.87,0.2,199,0.24,0,0.24,0.74,0.5,0.06,0.28,0.75,0.61,0.06,0,7,7,0.56,9,0.96,0,9.1,19.412,9.097,1.013,21,0
3024,"CHOCOLATE CON AZUCAR (ABUELITA, IBARRA, ETC)",100 g,427.17,80.64,10.11,3.7,9.71,46,2.8,0,2.8,5,0,0.05,0.09,0.5,,0.03,0,5,5,0,0,0.36,0,2.2,7.73,7.67,1.43,0,0
3025,"CHOCOLATE, CON LECHE (CARLOS V, VAQUITA, ETC)",100 g,515.83,54.56,29.4,7.68,3.15,229.33,1.4,0,1.4,2.3,0,0.08,0.41,0.5,0.47,0.04,0,11,11,0,18,0.51,0,5.7,15.66,7.052,0.952,20.5,0
3026,"CHOCOLATE CON MENTA (CUBIERTA O RELLENO, TIPO CHOCORETAS)",100 g,480,76,16,4,4,0,,,,,,,,,,,,,,,,,,,16,0.75,0.25,0,0
3027,"CHOCOLATE, RELLENO DE ALMENDRA, AVELLANA O CACAHUATE (TIPO FERRERO)",100 g,531.59,50.83,36.28,9.7,5.05,88.77,2.72,0,2.72,2.64,0.3,0.18,0.27,0.58,,0.09,,21,21,0.62,49,1.46,,7.8,15.71,12.719,3.371,19,0
3028,"CHOCOLATE, RELLENO DE CARAMELO Y NUEZ (SNICKERS, MILKY WAY)",100 g,472.08,64.3,20.72,7.1,4.75,115,0.49,0,0.49,0.69,0.7,0.05,0.1,0.15,0.16,0.01,,4,4,0.18,31,0.89,16,3.6,11.46,6.92,2.32,0,0
3029,"CHOCOLATE, SEMI AMARGO",100 g,546,61.17,31.28,4.88,7,56,8.02,,,2.01,,0.03,0.05,0.73,0.3,0.04,,,,0.23,2,0.54,,8.1,18.519,9.54,1.092,8,0
3030,"CHOCOLATE, SIN AZUCAR, EN POLVO O MACIZO",100 g,517.13,45.63,36.33,6.42,8.67,134,4.3,0,4.3,3.44,0,0.16,0.09,2.1,3.83,0.32,0,14,14,0,0,0.04,0,0.7,36.33,1.06,1.56,0,0
3031,"CHOCOLATE, TIPO NUTELA",100 g,516.57,61.11,27.77,5.55,0,108,4.38,0,4.38,1.06,0,0.09,0.17,0.43,0.36,0.08,0,14,14,0.27,1,4.96,0,1.9,28.423,0,0,0,0
3032,CHONGOS ZAMORANOS,100 g,136.45,17.39,5.05,5.36,0,196,0.17,0,0.17,0.58,1.8,0.03,0.25,0.15,,0.03,0,5,5,0.06,48,0.11,60,0.4,3.414,1.737,0.182,22,0
3033,COCADA,100 g,284.84,42.98,13.16,1.74,3.18,43.94,0.98,0,0.98,0.45,0.2,0.01,0.03,0.15,0.26,0.08,0,3.66,3.66,0.04,8.33,0.14,4.49,0.07,11.365,0.792,0.23,23.736,0
3034,"COCOA, EN POLVO",100 g,228,57.9,13.7,19.6,37,128,13.86,0,13.86,6.81,0,0.08,0.24,2.18,0.25,0.12,0,32,32,0,0,0.1,0,2.5,8.07,4.57,0.44,0,0
3035,CREMA CHANTILLY,100 g,257,12.49,22.22,3.2,0,101,0.05,,,0.37,0,0.04,0.06,0.07,0.31,0.04,0,3,3,0.29,188,0.64,16,1.9,13.831,6.418,0.825,76,0
3036,"CREMA DE COCO, INDUSTRIALIZADA (PARA HACER POSTRES Y BEBIDAS)",100 g,220.6,44.81,4.39,0.93,0,4,0.13,0,0.13,0.6,0,0.02,0.04,0.04,0.16,0.03,,14,14,0,0,0.13,0,0.1,4.05,0.125,0.03,0,0
3037,"CREPA DE NUTELLA CON NUEZ, PREPARACION ESTANDARIZADA",100 g,292.62,24.66,19.11,7.38,1.11,90.95,1.91,0,1.91,1.55,0.21,0.17,0.21,0.84,0.49,0.14,36.48,24.13,86.15,0.3,51.32,1.02,17.32,1.05,7.679,2.69,8.1,39.264,0
3038,"CREPA DE NUTELLA, PREPARACION ESTANDARIZADA",100 g,248.03,29.91,11.53,5.99,0.01,88.6,1.96,0,1.96,1.3,0,0.14,0.22,0.82,0.48,0.06,44.43,10.08,85.62,0.35,61.05,1.35,19.69,0.83,9.483,1.48,0.41,47.453,0
3039,"CREPA DULCE (TODOS SABORES), PREPARACION ESTANDARIZADA",100 g,203.93,25.8,9.44,4.98,0.4,65.46,0.83,0,0.83,0.92,0,0.08,0.18,0.57,0.35,0.04,24.61,7.91,49.75,0.21,100.93,0.31,18.81,0.69,5.828,2.79,0.591,55.433,0
3040,"DULCE DE CHABACANO, PREPARACION ESTANDARIZADA",100 g,122,30.74,0.29,1.02,1.59,29.46,0.46,0,0.47,0.16,5.13,0.02,0.02,0.37,0.18,0.04,0,3.77,3.77,0,57,0.59,0,2.4,0.021,0.123,0.058,0,0
3041,"DULCE DE CHOCOLATE, DUVALIN (TODOS SABORES)",100 g,535.36,67.94,27.56,0.65,0.55,0,,,,,,,,,,,,,,,,,,,10.27,10.66,7.33,0,0
3042,"DULCE DE LECHE, INDUSTRIALIZADO",100 g,377,78,5,5,0,66.38,0.17,0,0.17,0.79,2.6,0.02,0.41,0.21,,0.02,0,11,11,0.31,74,0.2,8,1.3,0,2.143,0.375,29,0
3043,"DULCE DE LECHE, PREPARACION ESTANDARIZADA",100 g,123.48,22.97,2.52,2.5,0,107.44,0.16,0,0.16,0.3,0,0.03,0.14,0.09,0.29,0.03,0,3.59,3.59,0.29,36.71,0.05,16.88,0.24,1.612,0.678,0.16,7.98,0
3044,"DULCE DE TAMARINDO EN PASTA (TIPO PELÓN, BOMBAZO)",100 g,373.74,90.59,0.8,1.19,5,0,,,,,,,,,,,,,,,,,,,0,0,0,,0
3045,"DULCE DE TAMARINDO, TARUGO O BANDERILLA",100 g,182.38,47.37,0.24,1.08,1.94,29.04,1.09,0,1.09,0.04,1.38,0.16,0.06,0.76,0.05,0.03,,5.33,5.33,,1,0.04,,1.07,0.108,0.072,0.022,,0
3046,"DULCE, MACIZO (PALETAS, REDONDOS, SALVAVIDAS, HALLS)",100 g,358.46,88.13,0.02,0.02,0.21,3,0.3,0,0.3,0.01,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0
3047,"DULCE, TIPO CHICLOSOS",100 g,397,91.56,3.33,0.03,0,8,0.01,,,0.21,0,0.03,0.01,0,0,0,0,0,0,0.01,27,0.09,,0.3,2.049,0.838,0.121,9,0
3048,"EMPANADA DE ARROZ CON LECHE, PREPARACION ESTANDARIZADA",100 g,313.16,42,13.9,5.32,0.69,35.61,0.97,0,0.98,0.55,0.96,0.13,0.22,1.32,0.31,0.03,15.7,7.06,33.76,0.14,20.64,0.23,5.41,5.32,4.539,7.538,1.627,6.673,0
3049,"EMPANADA DULCE, PREPARACION ESTANDARIZADA",100 g,365.65,52.75,15.11,5.17,0.79,33.88,1.8,0,1.8,1.66,0.04,0.16,0.14,1.27,0.22,0.03,59.83,4.92,106.63,0.05,126.6,0.46,16.54,1.57,9.208,4.025,0.612,69.202,0
3050,ERITRITOL (LIVANA),100 g,0,100,0,0,0,0,0,,,,0,,,,,,,,,,0,,,,0,0,0,0,0
3051,ESTEVIA (CANDEREL-STEVIA) C/AZÚCAR-SUCRALOSA,100 g,400,98,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0
3052,ESTEVIA (NATURAL FIT),100 g,0,100,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3053,ESTEVIA (NUTRA LIGHT),100 g,0,100,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3054,ESTEVIA (SPLENDA NATURALS),100 g,0,100,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3055,ESTEVIA-SACAROSA (STEVIEN),100 g,0,95,0,0,0,0,0,,,,0,,,,,,,,,,0,,,,,,,,0
3056,FLAN O GELATINA (PROMEDIO),100 g,103.09,17.53,2.15,3.48,0.11,78.3,0.14,0,0.14,0.31,0.38,0.02,0.11,0.05,0.23,0.02,0.68,5.03,6.18,0.22,28.82,0.08,16.1,0.16,1.272,0.588,0.122,19.165,0
3057,"FLAN PREPARADO, INDUSTRIALIZADO",100 g,99.47,15.75,2.79,2.91,0.02,26.84,0.06,0,0.06,0.35,0.7,0.03,0.14,0.08,0.28,0.03,0,4,4,0.26,29,,36,,1.79,0.821,0.111,12,0
3058,"FLAN, PREPARACION ESTANDARIZADA",100 g,253.06,45.94,4.82,6.68,0,77.63,0.43,0,0.43,0.77,1.35,0.05,0.3,0.13,0.6,0.06,12.79,11.77,33.51,0.32,61.35,0.24,24.86,0.39,3.193,1.98,0.476,76.828,0
3059,"FRESAS CON CREMA, PREPARACION ESTANDARIZADA",100 g,177.52,13.35,13.4,1.64,1.05,36.79,0.26,0,0.26,0.16,30.74,0.02,0.06,0.24,0.15,0.04,1.58,12.55,15.24,0.07,147.28,0.55,2.64,1.15,8.774,3.438,0.081,54.195,0
3060,"FRUTA CON CREMA Y AZUCAR (EXCEPTO FRESAS), PREPARACION ESTANDARIZADA",100 g,143.25,22.43,6.21,1.43,2.03,16.68,0.22,0,0.22,0.16,6.8,0.03,0.08,0.54,0.04,0.29,0.71,15.64,16.85,0.03,68.25,0.26,1.18,0.39,4.024,1.559,0.057,24.337,0
3061,"FRUTA CUBIERTA DE CHOCOLATE, PREPARACION ESTANDARIZADA",100 g,220.51,25.94,11.64,3.4,2.45,99.12,0.8,0,0.8,0.98,35.89,0.05,0.17,0.43,0.26,0.04,0,18.94,18.94,0,7.62,0.38,0,3.56,6.11,2.774,0.466,7.987,0
3062,"GELATINA CON AGUA, PREPARACION ESTANDARIZADA",100 g,7.17,1.41,0.05,0.27,0,8.77,0.02,0,0.02,0,0,0,0.01,0,0,0,0,0.37,0.37,0,0,0,0,0,0.032,0,0,0,0
3063,"GELATINA DE LECHE PREPARADA, INDUSTRIALIZADA",100 g,116.47,17.7,3.13,4.33,0.33,95.5,,,,,,,,,,,,,,,,,,,1.93,,,,0
3064,"GELATINA DE LECHE, PREPARACION ESTANDARIZADA",100 g,60.24,5.68,2.83,3,0,100.73,0.04,0,0.04,0.33,0,0.04,0.15,0.08,0.3,0.03,0,4.1,4.1,0.32,40.5,0.06,18.62,0.26,1.809,0.748,0.176,8.804,0
3065,"GELATINA LIGHT PREPARADA, INDUSTRIALIZADA",100 g,19.09,0.9,0.9,1.81,0,93.63,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3066,"GELATINA LIGHT, EN POLVO",100 g,198,80.21,0,15.67,0.1,8,0.06,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3067,GELATINA EN POLVO,100 g,58.36,11.45,0.41,2.23,0,0,0.13,0,0.13,0.01,0,0,0.04,0.01,0.01,0,0,3,3,0,0,0,0,0,0.26,0,0,0,0
3068,"GOMA DE MASCAR, CON AZUCAR TIPO BOMBIUX O BUBBALOO",100 g,324.29,75.29,0.17,0,0,59.04,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079,0.137,0,0
3069,GOMA DE MASCAR (PROMEDIO),100 g,296.16,72.8,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.079,0.137,0,0
3070,GOMA DE MASCAR SIN AZ?CAR (TIPO TRIDENT),100 g,0,0,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.093,0.232,0,0
3071,GOMITAS CUBIERTAS DE AZUCAR,100 g,340,81.27,0,3.64,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,0
3072,GOMITAS ENCHILADAS,100 g,313.33,74.58,0,4.08,0,0,,,,,,,,,,,,,,,,,,,0,0,0,,0
3073,"GORDITAS DE NATA, PREPARACION ESTANDARIZADA",100 g,318.52,55.17,6.82,9.07,0.02,27.13,2.12,0,2.12,2.33,1.02,0.22,0.33,1.55,0.54,0.05,73.71,7.61,132.92,0.23,73.48,0.24,16.73,0.53,4.115,2.157,0.609,50.032,0
3074,"GRENETINA, EN POLVO",100 g,34.61,0,0,8.66,0,55,1.11,0,1.11,0.14,0,0.03,0.23,0.09,0.13,0.01,0,30,30,0,0,0,0,0,0.07,0.06,0.01,0,0
3075,"HELADO CON GALLETA, SANDWICH (TIPO MORDIZCO)",100 g,147.05,24.3,4.69,1.91,0.52,73,1.1,0,1.1,0.32,0,0.03,0.03,0.24,0.12,0.03,0,5,5,0.01,37,0.4,25.84,1.3,3.47,4.15,0.847,6,0
3076,"HELADO, DE CHOCOLATE",100 g,216,28.2,11,3.8,1.2,109,0.93,,,0.58,0.7,0.04,0.19,0.23,0.55,0.05,0,16,16,0.29,118,0.3,8,0.3,6.8,3.21,0.41,34,0
3077,"HELADO, DE FRESA",100 g,192,27.6,8.4,3.2,0.9,120,0.21,,,0.34,7.7,0.05,0.25,0.17,0.72,0.05,0,12,12,0.3,96,,,,5.19,,,29,0
3078,HELADO DE LECHE,100 g,209.75,23.04,11.49,3.36,1.89,44.37,0,,,0.69,0.6,0.04,0.11,0.1,,0.05,2,5,8.4,0.39,118,0.3,8,0.3,6.72,3.83,0.34,44,0
3079,"HELADO, DE VAINILLA",100 g,207,23.6,11,3.5,0.7,128,0.09,,,0.69,0.6,0.04,0.24,0.12,0.58,0.05,0,5,5,0.39,118,0.3,8,0.3,6.79,2.969,0.452,44,0
3080,"JALEA O ATE, DE FRUTAS (EXCEPTO MEMBRILLO)",100 g,276.66,54.16,0,0,2.29,45.94,2.9,0,2.9,0.06,0,0.01,0.01,0.1,0.02,0.02,0,11,11,0,0,0.12,0,0,0,0.038,0,0,0
3081,ATE DE MEMBRILLO,100 g,240.67,59.05,0.05,0.69,6.23,0,2.9,0,2.9,0.47,0,0,0.01,0.1,0.11,0.01,0,1,1,0,0,,,,0.05,0.01,0.09,0,0
3082,JALEA REAL,100 g,148,19.8,2.7,11.1,0.4,,,,,,,,,,,,,,,0,,,,,,,,0,0
3083,"JARABE, SABOR A MAPLE",100 g,312.52,78.13,0,0,0,0,0,,,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3084,LECHE CONDENSADA,100 g,345.85,66.53,5.82,7.25,0,0,0.2,0,0.2,0.94,3,0.09,0.42,0.2,0.75,0.05,11,11,29.7,0.44,53,0.16,8,0.6,4.13,2.19,0.22,0.34,0
